text_steamindo	label
data pribadi ambil tipu tolong bantu terima kasih	negative
aplikasi aneh enggak verifikasi sudah coba enggak	negative
enggak makek aplikasi email notif nanovest	negative
alam order pending beli batal mohon benah aplikasi biar guna puas	negative
verifikasi kycnya email enggak kirim	negative
verifikasi kyc tungguin email kagak masuk sudah berulangkali juga	negative
muncul notifikasi akun batas	negative
enggak bisa verifikasi email enggak ada salah	negative
aplikasi ampasrefferal beku alasancs shortcut sudah dibuatmasih percaya aplikasi begini	negative
enggak apkudh verifikasi email belum terverifikasidan masuk ktp fotokarena belum terverifikasipadahal udhlama verifikasi	negative
susah login	negative
kena tipu aplikasi	negative
kecewa bijak nanovest akses akun akun ktp kalo sudah daftar sudah enggak kyc sudah hapus akun	negative
enggak masuk lagi	negative
aplikasi ya ganggu	negative
login gmail enggak dapat verifikasi gmail minggu sabarin enggak tanggapanoalah aplikasi sampah cuihh	negative
sampah kere reward cancel bintang perusaaan	negative
enggak jelas gagal daftar	negative
aplikasi jelasbonus dibatalkanjgan download	negative
biadab nanovest saldo aplikasi kok kunci	negative
susah masuk email dll lengkap tapi masih susah top upnyaa alas lengkap data sudah kirim capeeeek deewk ngabiskan saja didownload saran	negative
tarik uang rekening salah	negative
verifikasi wajah gagal sudah	negative
daftar	negative
enggak tarik	negative
enggak verifikasi pakai robot ya begitu pegang gov gabut data upload sudah kasih gagal gagal data upload mana aplikasi bahaya iniwalau embel embel anutapi bocor bisa verifikasi gagal akun reksadana saham ksei	negative
kerja bikin kecewa email laku kyc masuk email pikir hapus akun selesai kecewa	negative
selesai proses kyc email verifikasi enggak masuk masuk	negative
perhati ya review lainnyamasalah akun batas perangkat rentan ganggu aman nanovest harap hapus aplikasi bahaya setel ulang atur ganti perangkat mu live chatdi anjur ganti hp reset pabrik ganti hp setel pabrik kendala mana hp install apa buy langsung akun batas indikasi cut lost delisting bottom	negative
get out sendirigimana nihsorry star saja ya	negative
aplikasi enggak anjir saldo juta kunci untung buntung	negative
henti tibatiba konfirmasi password bantu name tag	negative
sudah top up masuk akun saldo ewallet kurang mohon tanggung	negative
pakai aplikasi sudah bilang akun batas apasih aplikasi enggak banget	negative
tolong baru aplikasi sudah minggu coba konfirmasi email eh enggak	negative
maaf gabut kasih bintang	negative
aplikasi gjls	negative
akun batas perangkat rentan ganggu aman akses nanovest harap hapus aplikasi bahaya setel ulang atur ganti perangkat install aplikasi apa aplikasi bawa cuman aplikasi nanovest	negative
proses kyc susah kirim pesan	negative
verifikasi email sekalisaya ganti email	negative
sistem top up eror top up dobel nasabah rugi eror tari ya	negative
verifikasi email enggak bisa email enggak masuk masuk sudah ganti email enggak	negative
proses kyc ribet eror laman verifikasi email kolom angka verifikasi pesan verifikaski muncul email muncul bagaimana verifikasi kolom verifikasi enggak muncul aplikasi scam cari download refereal	negative
senang sesuai informasi bantu proses ajar hubung sesuai	negative
tolong verifikasi email baik enggak dapat notif email pagi	negative
app celeh	negative
email verifikasi enggak masukudah coba kali	negative
download aplikasi gara dapat minyak gula sudah didaftarin les data masuk pakai ktp no tlpn tau dapat minyak ltr bilang dftr lagi bir dapat minyak heleeeh lansung uninstal plus blokir	negative
grup community banget atur aplikasi tulis akun batas hp apa	negative
payah admin enggak bantu akun gua kena hack orang nomor hp langsung ganti retas gua bantu admin sudah surat nyata sudah poto ktp selfiktp ribet ajg bilang miror balik potonya padahal poto sudah benar dasar enggak bantu benar ajg enggak tindak nysel benar gua deposit dsini bngsddddd	negative
masukkin pin error mulu	negative
aman enggak dukung samsek akun hapus aku main kotor pakai reveral	negative
langsung bintang nanovest harap updatediupdate munculah akun batas kesal pis sudah koin harga tambah turuntambah acar batas akun komunitas nanovest bubar jalan	negative
aplikasi buruk top up pakai dana ovo nyairkanya pakai bank kecewa	negative
enggak kirim email pad daftar	negative
tolong saldo hasil top up hilang	negative
woi kode verifikasi enggak muncul	negative
trailing stop dkk	negative
verifikasi kyc lalau gagal	negative
pas verifikasi kyc kenapa enggak masuk gmail sudah banget tetap saja enggak masuk	negative
aplikasi enggak niat sudah orang kyc akun kendala verifikasi akun email enggak aplikasi	negative
kenapa sekarang kode verifikasi email enggak masuk	negative
ya install aplikasi ganggu	negative
tombol verifikasi email sentuh	negative
enggak narik saldo dana kalo ewalletlebih mantap	negative
diri masuk daftar lavgi akun	negative
anjg enggak verifikasi ktp foto ktp saja susah fokus kamera cahaya sudah pas	negative
aplikasi lambat	negative
tolong install aplikasi inikarena lengkap fitur login via emailjadi rentan curi data	negative
maaf ulas ralat karena sadar	negative
aplikasi jelek	negative
sulit verifikasi akun baru kycnya hasil perintah tunggu proses tunggu perintah ulang tolong baik	negative
sampah	negative
enggak masuk bikin tag katax kendala jaring begitu terus	negative
suruh install muluk ya	negative
aplikasi ribet verif saja susah ckck	negative
kyc tolak mulu jelek	negative
verifikasi email	negative
aktif kyc email masuk coba ulang minggu	negative
aplikasi kagak akun orang maendi bane gjls	negative
nyaman saja	negative
saham us crypto lengkap grafik tidak lengkap tidak lengkap aplikasi asal saja	negative
verif email enggak kirim email sayacape nunggu	negative
